TABLE ClimateZoneBoundaries,,,,,,
ZipCode,City,County,CliZn,Lat,Long,
//Zip Code,City Name,County Name,ClimateZone,Latitude,Longitude,
92385,Skyforest,San Bernardino,16,34.23,-117.18,
92389,Tecopa,Inyo,14,35.85,-116.22,
92392,Victorville,San Bernardino,14,34.49,-117.36,
92394,Victorville,San Bernardino,14,34.57,-117.33,
92395,Victorville,San Bernardino,14,34.48,-117.36,
92397,Wrightwood,San Bernardino,16,34.36,-117.61,
92399,Yucaipa,San Bernardino,10,34.04,-117.01,
92401,San Bernardino,San Bernardino,10,34.10,-117.29,
92404,San Bernardino,San Bernardino,16,34.17,-117.24,
92405,San Bernardino,San Bernardino,10,34.14,-117.30,
92407,San Bernardino,San Bernardino,10,34.22,-117.37,
92408,San Bernardino,San Bernardino,10,34.07,-117.25,
92410,San Bernardino,San Bernardino,10,34.10,-117.27,
92411,San Bernardino,San Bernardino,10,34.12,-117.32,
92501,Riverside,Riverside,10,33.99,-117.38,
92503,Riverside,Riverside,10,33.89,-117.44,
92504,Riverside,Riverside,10,33.90,-117.40,
92505,Riverside,Riverside,10,33.93,-117.49,
92506,Riverside,Riverside,10,33.92,-117.36,
92507,Riverside,Riverside,10,33.96,-117.31,
92508,Riverside,Riverside,10,33.89,-117.32,
92509,Riverside,Riverside,10,33.99,-117.44,
92518,March Air Reserve Base,Riverside,10,33.89,-117.27,
92521,Riverside,Riverside,10,33.97,-117.34,
92530,Lake Elsinore,Riverside,10,33.68,-117.37,
92532,Lake Elsinore,Riverside,10,33.71,-117.34,
92536,Aguanga,Riverside,15,33.50,-116.81,
92539,Anza,Riverside,16,33.53,-116.68,
92543,Hemet,Riverside,10,33.66,-116.98,
92544,Hemet,Riverside,10,33.64,-116.83,
92545,Hemet,Riverside,10,33.73,-117.05,
92548,Homeland,Riverside,10,33.75,-117.11,
92549,Idyllwild,Riverside,16,33.76,-116.73,
92551,Moreno Valley,Riverside,10,33.87,-117.22,
92553,Moreno Valley,Riverside,10,33.92,-117.24,
92555,Moreno Valley,Riverside,10,33.90,-117.10,
92557,Moreno Valley,Riverside,10,33.97,-117.25,
92561,Mountain Center,Riverside,16,33.63,-116.59,
92562,Murrieta,Riverside,10,33.54,-117.33,
92563,Murrieta,Riverside,10,33.57,-117.14,
92567,Nuevo,Riverside,10,33.82,-117.10,
92570,Perris,Riverside,10,33.78,-117.33,
92571,Perris,Riverside,10,33.83,-117.20,
92582,San Jacinto,Riverside,10,33.81,-117.02,
92583,San Jacinto,Riverside,10,33.79,-116.93,
92584,Sun City,Riverside,10,33.65,-117.18,
92585,Sun City,Riverside,10,33.74,-117.18,
92586,Sun City,Riverside,10,33.70,-117.19,
92587,Sun City,Riverside,10,33.69,-117.24,
92590,Temeluca,Riverside,10,33.48,-117.22,
92591,Temeluca,Riverside,10,33.53,-117.10,
92592,Temeluca,Riverside,10,33.53,-117.04,
92595,Wildomar,Riverside,10,33.62,-117.25,
92596,Winchester,Riverside,10,33.63,-117.07,
92602,Irvine,Orange,8,33.74,-117.76,
92603,Irvine,Orange,8,33.62,-117.79,
92604,Irvine,Orange,8,33.69,-117.78,
92606,Irvine,Orange,8,33.70,-117.79,
92610,Foothill Ranch,Orange,8,33.70,-117.67,
92612,Irvine,Orange,8,33.63,-117.81,
92614,Irvine,Orange,8,33.68,-117.85,
92617,Irvine,Orange,6,33.63,-117.83,
92618,Irvine,Orange,8,33.67,-117.73,
92620,Irvine,Orange,8,33.70,-117.76,
92624,Capistrano Beach,Orange,6,33.45,-117.66,
92625,Corona dl Mar,Orange,6,33.60,-117.86,
92626,Costa Mesa,Orange,6,33.67,-117.90,
92627,Costa Mesa,Orange,6,33.64,-117.91,
92629,Dan Point,Orange,6,33.47,-117.70,
92630,El Toro,Orange,8,33.64,-117.67,
92637,Laguna Woods,Orange,8,33.61,-117.72,
92646,Huntington Beach,Orange,6,33.66,-117.97,
92647,Huntington Beach,Orange,6,33.72,-118.00,
92648,Huntington Beach,Orange,6,33.67,-118.00,
92649,Huntington Beach,Orange,6,33.71,-118.04,
92651,Laguna Beach,Orange,6,33.55,-117.78,
92653,Laguna Hills,Orange,6,33.60,-117.71,
92655,Midway City,Orange,6,33.74,-117.98,
92656,Aliso Viejo,Orange,6,33.57,-117.72,
92657,Newport Beach,Orange,6,33.60,-117.82,
92660,Newport Beach,Orange,6,33.62,-117.87,
92661,Newport Beach,Orange,6,33.60,-117.90,
92662,Balboa,Orange,6,33.60,-117.89,
92663,Newport Beach,Orange,6,33.62,-117.93,
92672,San Clemente,Orange,6,33.42,-117.62,
92673,San Clemente,Orange,6,33.48,-117.61,
92675,San Juan Capistrano,Orange,8,33.52,-117.61,
92676,Silverardo,Orange,8,33.75,-117.63,
92677,Laguna Niguel,Orange,6,33.53,-117.70,
92679,Coto De Caza,Orange,8,33.61,-117.54,
92683,Westminster,Orange,6,33.74,-117.99,
92688,Rancho Santa Margarita,Orange,8,33.61,-117.61,
92691,Mission Viejo,Orange,8,33.60,-117.66,
92692,Mission Viejo,Orange,8,33.60,-117.64,
92694,Mission Viejo,Orange,8,33.56,-117.63,
92697,Irvine,Orange,6,33.64,-117.84,
92701,Santa Ana,Orange,8,33.75,-117.85,
92703,Santa Ana,Orange,8,33.74,-117.89,
92704,Santa Ana,Orange,8,33.71,-117.90,
92705,Santa Ana,Orange,8,33.76,-117.79,
92706,Santa Ana,Orange,8,33.76,-117.88,
92707,Santa Ana,Orange,8,33.71,-117.87,
92708,Fountain Valley,Orange,6,33.71,-117.94,
92780,Tustin,Orange,8,33.74,-117.82,
92782,Tustin,Orange,8,33.75,-117.77,
92801,Anaheim,Orange,8,33.84,-117.95,
92802,Anaheim,Orange,8,33.81,-117.91,
92804,Anaheim,Orange,8,33.81,-117.97,
92805,Anaheim,Orange,8,33.82,-117.91,
92806,Anaheim,Orange,8,33.83,-117.86,
92807,Anaheim,Orange,8,33.85,-117.79,
92808,Anaheim,Orange,8,33.84,-117.73,
92821,Brea,Orange,8,33.92,-117.86,
92823,Brea,Orange,8,33.92,-117.80,
92831,Fullerton,Orange,8,33.87,-117.89,
92832,Fullerton,Orange,8,33.86,-117.92,
92833,Fullerton,Orange,8,33.88,-117.96,
92835,Fullerton,Orange,8,33.90,-117.91,
92840,Garden Grove,Orange,8,33.78,-117.93,
92841,Garden Grove,Orange,8,33.78,-117.97,
92843,Garden Grove,Orange,8,33.75,-117.94,
92844,Garden Grove,Orange,6,33.76,-117.97,
92845,Garden Grove,Orange,8,33.78,-118.02,
92860,Norco,Riverside,10,33.93,-117.56,
92861,Villa Park,Orange,8,33.81,-117.81,
92862,Orange,Orange,8,33.79,-117.71,
92865,Orange,Orange,8,33.83,-117.85,
92866,Orange,Orange,8,33.78,-117.84,
92867,Orange,Orange,8,33.81,-117.79,
92868,Orange,Orange,8,33.78,-117.86,
92869,Orange,Orange,8,33.79,-117.78,
92870,Placentia,Orange,8,33.88,-117.85,
92879,Corona,Riverside,10,33.87,-117.53,
92880,Corona,Riverside,10,33.90,-117.61,
92881,Corona,Riverside,10,33.83,-117.50,
92882,Corona,Riverside,10,33.83,-117.60,
92883,Corona,Riverside,10,33.75,-117.48,
92886,Yorba Linda,Orange,8,33.89,-117.78,
92887,Yorba Linda,Orange,8,33.88,-117.72,
93001,Ventura,Ventura,6,34.33,-119.31,
93003,Ventura,Ventura,6,34.28,-119.22,
93004,Ventura,Ventura,6,34.27,-119.16,
93010,Camarillo,Ventura,6,34.23,-119.07,
93012,Camarillo,Ventura,6,34.20,-118.98,
93013,Carpinteria,Santa Barbara,6,34.43,-119.52,
93015,Fillmore,Ventura,9,34.40,-118.83,
93021,Moorpark,Ventura,9,34.31,-118.87,
93022,Oak View,Ventura,9,34.40,-119.30,
93023,Ojai,Ventura,9,34.51,-119.29,
93030,Oxnard,Ventura,6,34.19,-119.17,
93033,Oxnard,Ventura,6,34.14,-119.10,
93035,Oxnard,Ventura,6,34.19,-119.23,
93036,Oxnard,Ventura,6,34.25,-119.16,
93041,Port Hueneme,Ventura,6,34.11,-119.11,
93042,Port Hueneme,Ventura,6,34.12,-119.09,
93043,Port Hueneme,Ventura,6,34.16,-119.20,
93060,Santa Paula,Ventura,9,34.40,-119.07,
93063,Simi Valley,Ventura,9,34.30,-118.72,
93065,Simi Valley,Ventura,9,34.25,-118.78,
93066,Somis,Ventura,9,34.29,-119.03,
93067,Summerland,Santa Barbara,6,34.41,-119.59,
93101,Santa Barbara,Santa Barbara,6,34.41,-119.70,
93103,Santa Barbara,Santa Barbara,6,34.43,-119.68,
93105,Santa Barbara,Santa Barbara,5,34.01,-119.72,
93106,Santa Barbara,Santa Barbara,6,34.43,-119.83,
93108,Santa Barbara,Santa Barbara,6,34.44,-119.61,
93109,Santa Barbara,Santa Barbara,6,34.40,-119.72,
93110,Santa Barbara,Santa Barbara,6,34.43,-119.77,
93111,Santa Barbara,Santa Barbara,6,34.45,-119.80,
93117,Goleta,Santa Barbara,6,34.50,-120.12,
93202,Armona,Kings,13,36.31,-119.71,
93203,Arvin,Kern,13,35.08,-118.79,
93204,Avenal,Kings,13,35.92,-120.10,
93205,Bodfish,Kern,16,35.52,-118.40,
93206,Buttonwillow,Kern,13,35.43,-119.49,
93207,California Hot Springs,Tulare,13,35.87,-118.65,
93210,Coalinga,Fresno,13,36.19,-120.39,
93212,Corcoran,Kings,13,36.07,-119.53,
93215,Delano,Kern,13,35.78,-119.23,
93219,Earlimart,Tulare,13,35.86,-119.28,
93221,Exeter,Tulare,13,36.28,-119.03,
93223,Farmersville,Tulare,13,36.30,-119.19,
93224,Fellows,Kern,13,35.21,-119.56,
93225,Frazier Park,Kern,16,34.80,-119.01,
93226,Glennville,Kern,16,35.72,-118.72,
93230,Hanford,Kings,13,36.27,-119.63,
93234,Huron,Fresno,13,36.20,-120.09,
93235,Ivanhoe,Tulare,13,36.38,-119.22,
93238,Kernville,Kern,16,35.83,-118.45,
93239,Kettleman City,Kings,13,35.99,-119.99,
93240,Lake Isabella,Kern,16,35.64,-118.46,
93241,Lamont,Kern,13,35.25,-118.91,
93242,Laton,Fresno,13,36.43,-119.69,
93243,Lebec,Kern,16,34.86,-118.87,
93244,Lemoncove,Tulare,13,36.46,-118.98,
93245,Lemoore,Kings,13,36.29,-119.82,
93247,Lindsay,Tulare,13,36.20,-119.08,
93249,Lost Hills,Kern,13,35.61,-119.90,
93250,McFarland,Kern,13,35.65,-119.19,
93251,McKittrick,Kern,13,35.41,-119.76,
93252,Maricopa,Kern,13,34.84,-119.27,
93254,New Cuyama,Santa Barbara,4,34.98,-119.80,
93255,Onyx,Kern,16,35.68,-118.07,
93256,Pixley,Tulare,13,35.95,-119.31,
93257,Porterville,Tulare,13,35.96,-118.92,
93260,Posey,Tulare,13,35.88,-118.59,
93262,Sequoia National Park,Tulare,16,36.53,-118.72,
93263,Shafter,Kern,13,35.49,-119.30,
93265,Springville,Tulare,16,36.17,-118.70,
93266,Stratford,Kings,13,36.17,-119.81,
93267,Strathmore,Tulare,13,36.14,-119.09,
93268,Taft,Kern,13,35.17,-119.36,
93270,Terra Bella,Tulare,13,35.93,-119.03,
93271,Three Rivers,Tulare,13,36.44,-118.86,
93272,Tipton,Tulare,13,36.04,-119.34,
93274,Tulare,Tulare,13,36.18,-119.36,
93276,Tupman,Kern,13,35.32,-119.39,
93277,Visalia,Tulare,13,36.29,-119.38,
93280,Wasco,Kern,13,35.64,-119.44,
93283,Weldon,Kern,16,35.44,-118.25,
93285,Wofford Heights,Kern,16,35.70,-118.50,
93286,Woodlake,Tulare,13,36.46,-119.10,
93287,Woody,Kern,13,35.73,-118.92,
93291,Visalia,Tulare,13,36.40,-119.38,
93292,Visalia,Tulare,13,36.37,-119.18,
93301,Bakersfield,Kern,13,35.38,-119.02,
93304,Bakersfield,Kern,13,35.33,-119.02,
93305,Bakersfield,Kern,13,35.39,-118.98,
93306,Bakersfield,Kern,13,35.43,-118.83,
93307,Bakersfield,Kern,13,35.20,-118.86,
93308,Bakersfield,Kern,13,35.54,-118.91,
93309,Bakersfield,Kern,13,35.34,-119.07,
93311,Bakersfield,Kern,13,35.18,-119.21,
93312,Bakersfield,Kern,13,35.38,-119.22,
93313,Bakersfield,Kern,13,35.15,-119.06,
93314,Bakersfield,Kern,13,35.38,-119.20,
93401,San Luis Obispo,San Luis Obispo,5,35.25,-120.62,
93402,San Luis Obispo,San Luis Obispo,5,35.29,-120.81,
93405,San Luis Obispo,San Luis Obispo,5,35.27,-120.69,
93407,San Luis Obispo,San Luis Obispo,5,35.29,-120.66,
93420,Arroyo Grande,San Luis Obispo,5,35.16,-120.43,
93422,Atascadero,San Luis Obispo,4,35.45,-120.71,
93426,Bradley,Monterey,4,35.85,-120.80,
93427,Buellton,Santa Barbara,5,34.61,-120.22,
93428,Cambria,San Luis Obispo,5,35.59,-121.01,
93429,Casmalia,Santa Barbara,5,34.86,-120.52,
93430,Cayucos,San Luis Obispo,5,35.48,-120.92,
93432,Creston,San Luis Obispo,4,35.47,-120.48,
93433,Grover Beach,San Luis Obispo,5,35.12,-120.61,
93434,Guadalupe,Santa Barbara,5,34.93,-120.59,
93436,Lompoc,Santa Barbara,5,34.60,-120.39,
93437,Lompoc,Santa Barbara,5,34.77,-120.53,
93441,Santa Ynez Valley,Santa Barbara,5,34.71,-120.01,
93442,Morro Bay,San Luis Obispo,5,35.38,-120.78,
93444,Nipomo,San Luis Obispo,5,35.05,-120.48,
93445,Oceano,San Luis Obispo,5,35.06,-120.60,
93446,Paso Robles,San Luis Obispo,4,35.61,-120.76,
93449,Pismo Beach,San Luis Obispo,5,35.15,-120.66,
93450,San Ardo,Monterey,4,36.00,-120.87,
93451,San Miguel,San Luis Obispo,4,35.89,-120.60,
93452,San Simeon,San Luis Obispo,5,35.69,-121.20,
93453,Santa Margar,San Luis Obispo,4,35.31,-120.27,
93454,Santa Maria,Santa Barbara,5,34.91,-120.23,
93455,Santa Maria,Santa Barbara,5,34.82,-120.41,
93458,Santa Maria,Santa Barbara,5,34.95,-120.50,
93460,Santa Ynez,Santa Barbara,5,34.64,-120.02,
93461,Shandon,San Luis Obispo,4,35.63,-120.26,
93463,Solvang,Santa Barbara,5,34.61,-120.14,
93465,Templeton,San Luis Obispo,4,35.54,-120.75,
93501,Mojave,Kern,14,35.09,-118.13,
93505,California City,Kern,14,35.15,-117.92,
93510,Acton,Los Angeles,14,34.49,-118.22,
93512,Bishop,Mono,16,37.87,-118.54,
93513,Big Pine,Inyo,16,37.18,-118.18,
