;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
;,CZ:,1,,CZ:,2,,CZ:,3,,CZ:,4,,CZ:,5,,CZ:,6,,CZ:,7,,CZ:,8,,CZ:,9,,CZ:,10,,CZ:,11,,CZ:,12,,CZ:,13,,CZ:,14,,CZ:,15,,CZ:,16,
;,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane
; MoDaHr,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu
100514,7.1335,1.7905,4.5245,7.0408,1.7905,4.5245,7.1009,1.7905,4.5245,7.0596,1.7905,4.5245,7.1091,1.7905,4.5245,63.3456,1.7923,4.5245,17.2663,1.7878,4.5245,6.7594,1.7923,4.5245,6.7315,1.7923,4.5245,6.7298,1.7923,4.5245,7.0492,1.7905,4.5245,7.0569,1.7905,4.5245,7.0957,1.7905,4.5245,6.7886,1.7923,4.5245,6.8081,1.7923,4.5245,7.1152,1.7923,4.5245
100515,7.2348,1.7905,4.5245,7.1420,1.7905,4.5245,7.2021,1.7905,4.5245,7.1609,1.7905,4.5245,7.2103,1.7905,4.5245,84.5869,1.7923,4.5245,7.4135,1.7878,4.5245,6.8702,1.7923,4.5245,6.8422,1.7923,4.5245,6.8405,1.7923,4.5245,7.1504,1.7905,4.5245,7.1582,1.7905,4.5245,7.1969,1.7905,4.5245,6.8994,1.7923,4.5245,6.9188,1.7923,4.5245,7.2260,1.7923,4.5245
100516,7.2593,1.7905,4.5245,7.1665,1.7905,4.5245,7.2266,1.7905,4.5245,7.1854,1.7905,4.5245,7.2348,1.7905,4.5245,100.4365,1.7923,4.5245,18.0497,1.7878,4.5245,6.8976,1.7923,4.5245,6.8697,1.7923,4.5245,6.8680,1.7923,4.5245,7.1749,1.7905,4.5245,7.1827,1.7905,4.5245,7.2214,1.7905,4.5245,6.9268,1.7923,4.5245,6.9462,1.7923,4.5245,7.2534,1.7923,4.5245
100517,7.2725,1.7905,4.5245,7.1797,1.7905,4.5245,7.2398,1.7905,4.5245,7.1986,1.7905,4.5245,85.6981,1.7905,4.5245,94.4515,1.7923,4.5245,16.9235,1.7878,4.5245,6.9717,1.7923,4.5245,6.9438,1.7923,4.5245,6.9421,1.7923,4.5245,7.1881,1.7905,4.5245,7.1959,1.7905,4.5245,7.2346,1.7905,4.5245,7.0009,1.7923,4.5245,7.0204,1.7923,4.5245,7.3275,1.7923,4.5245
100518,7.4180,1.7905,4.5245,7.3252,1.7905,4.5245,7.3853,1.7905,4.5245,7.3441,1.7905,4.5245,90.0881,1.7905,4.5245,76.4946,1.7923,4.5245,7.4425,1.7878,4.5245,7.2128,1.7923,4.5245,7.1849,1.7923,4.5245,7.1832,1.7923,4.5245,7.3336,1.7905,4.5245,7.3414,1.7905,4.5245,7.3801,1.7905,4.5245,7.2420,1.7923,4.5245,7.2615,1.7923,4.5245,7.5686,1.7923,4.5245
100519,7.4229,1.7905,4.5245,7.3301,1.7905,4.5245,7.3902,1.7905,4.5245,7.3490,1.7905,4.5245,69.5248,1.7905,4.5245,63.5027,1.7923,4.5245,8.2441,1.7878,4.5245,7.9908,1.7923,4.5245,7.9629,1.7923,4.5245,7.9612,1.7923,4.5245,7.3385,1.7905,4.5245,7.3463,1.7905,4.5245,7.3850,1.7905,4.5245,8.0200,1.7923,4.5245,8.0395,1.7923,4.5245,8.3466,1.7923,4.5245
100520,7.4348,1.7905,4.5245,7.3421,1.7905,4.5245,7.4022,1.7905,4.5245,7.3609,1.7905,4.5245,63.9609,1.7905,4.5245,57.0830,1.7923,4.5245,8.4361,1.7878,4.5245,7.9699,1.7923,4.5245,7.9419,1.7923,4.5245,7.9403,1.7923,4.5245,7.3505,1.7905,4.5245,7.3582,1.7905,4.5245,7.3970,1.7905,4.5245,7.9991,1.7923,4.5245,8.0185,1.7923,4.5245,8.3257,1.7923,4.5245
100521,7.4305,1.7905,4.5245,7.3378,1.7905,4.5245,7.3979,1.7905,4.5245,7.3566,1.7905,4.5245,51.5169,1.7905,4.5245,49.8307,1.7923,4.5245,9.9738,1.7878,4.5245,7.7454,1.7923,4.5245,7.7174,1.7923,4.5245,7.7157,1.7923,4.5245,7.3462,1.7905,4.5245,7.3539,1.7905,4.5245,7.3927,1.7905,4.5245,7.7745,1.7923,4.5245,7.7940,1.7923,4.5245,8.1011,1.7923,4.5245
100522,7.3692,1.7905,4.5245,7.2764,1.7905,4.5245,7.3365,1.7905,4.5245,7.2953,1.7905,4.5245,8.7610,1.7905,4.5245,7.4675,1.7923,4.5245,7.6035,1.7878,4.5245,7.3797,1.7923,4.5245,7.3517,1.7923,4.5245,7.3500,1.7923,4.5245,7.2849,1.7905,4.5245,7.2926,1.7905,4.5245,7.3313,1.7905,4.5245,7.4089,1.7923,4.5245,7.4283,1.7923,4.5245,7.7355,1.7923,4.5245
100523,7.2309,1.7905,4.5245,7.1381,1.7905,4.5245,7.1982,1.7905,4.5245,7.1570,1.7905,4.5245,7.2064,1.7905,4.5245,7.0297,1.7923,4.5245,7.1665,1.7878,4.5245,6.9418,1.7923,4.5245,6.9139,1.7923,4.5245,6.9122,1.7923,4.5245,7.1465,1.7905,4.5245,7.1543,1.7905,4.5245,7.1930,1.7905,4.5245,6.9710,1.7923,4.5245,6.9905,1.7923,4.5245,7.2976,1.7923,4.5245
100524,7.2219,1.7905,4.5245,7.1292,1.7905,4.5245,7.1893,1.7905,4.5245,7.1480,1.7905,4.5245,7.1975,1.7905,4.5245,7.0069,1.7923,4.5245,7.1438,1.7878,4.5245,6.9191,1.7923,4.5245,6.8911,1.7923,4.5245,6.8894,1.7923,4.5245,7.1376,1.7905,4.5245,7.1453,1.7905,4.5245,7.1841,1.7905,4.5245,6.9482,1.7923,4.5245,6.9677,1.7923,4.5245,7.2748,1.7923,4.5245
100601,7.1783,1.7905,4.5245,7.0855,1.7905,4.5245,7.1456,1.7905,4.5245,7.1044,1.7905,4.5245,7.1538,1.7905,4.5245,6.9415,1.7923,4.5245,7.0785,1.7878,4.5245,6.8537,1.7923,4.5245,6.8257,1.7923,4.5245,6.8241,1.7923,4.5245,7.0939,1.7905,4.5245,7.1017,1.7905,4.5245,7.1404,1.7905,4.5245,6.8829,1.7923,4.5245,6.9023,1.7923,4.5245,7.2095,1.7923,4.5245
100602,7.1653,1.7905,4.5245,7.0725,1.7905,4.5245,7.1326,1.7905,4.5245,7.0914,1.7905,4.5245,7.1408,1.7905,4.5245,6.8713,1.7923,4.5245,7.0085,1.7878,4.5245,6.7835,1.7923,4.5245,6.7556,1.7923,4.5245,6.7539,1.7923,4.5245,7.0809,1.7905,4.5245,7.0887,1.7905,4.5245,7.1274,1.7905,4.5245,6.8127,1.7923,4.5245,6.8322,1.7923,4.5245,7.1393,1.7923,4.5245
100603,7.1587,1.7905,4.5245,7.0660,1.7905,4.5245,7.1261,1.7905,4.5245,7.0848,1.7905,4.5245,7.1343,1.7905,4.5245,6.8632,1.7923,4.5245,7.0003,1.7878,4.5245,6.7754,1.7923,4.5245,6.7474,1.7923,4.5245,6.7457,1.7923,4.5245,7.0744,1.7905,4.5245,7.0821,1.7905,4.5245,7.1209,1.7905,4.5245,6.8045,1.7923,4.5245,6.8240,1.7923,4.5245,7.1311,1.7923,4.5245
100604,7.1557,1.7905,4.5245,7.0629,1.7905,4.5245,7.1230,1.7905,4.5245,7.0818,1.7905,4.5245,7.1312,1.7905,4.5245,6.8577,1.7923,4.5245,6.9949,1.7878,4.5245,6.7699,1.7923,4.5245,6.7420,1.7923,4.5245,6.7403,1.7923,4.5245,7.0714,1.7905,4.5245,7.0791,1.7905,4.5245,7.1178,1.7905,4.5245,6.7991,1.7923,4.5245,6.8186,1.7923,4.5245,7.1257,1.7923,4.5245
100605,7.1646,1.7905,4.5245,7.0719,1.7905,4.5245,7.1320,1.7905,4.5245,7.0907,1.7905,4.5245,7.1402,1.7905,4.5245,6.8688,1.7923,4.5245,7.0060,1.7878,4.5245,6.7810,1.7923,4.5245,6.7530,1.7923,4.5245,6.7514,1.7923,4.5245,7.0803,1.7905,4.5245,7.0880,1.7905,4.5245,7.1268,1.7905,4.5245,6.8102,1.7923,4.5245,6.8296,1.7923,4.5245,7.1368,1.7923,4.5245
100606,7.1778,1.7905,4.5245,7.0851,1.7905,4.5245,7.1452,1.7905,4.5245,7.1039,1.7905,4.5245,7.1534,1.7905,4.5245,6.9355,1.7923,4.5245,7.0725,1.7878,4.5245,6.8477,1.7923,4.5245,6.8197,1.7923,4.5245,6.8181,1.7923,4.5245,7.0935,1.7905,4.5245,7.1012,1.7905,4.5245,7.1400,1.7905,4.5245,6.8769,1.7923,4.5245,6.8963,1.7923,4.5245,7.2035,1.7923,4.5245
100607,7.1808,1.7905,4.5245,7.0880,1.7905,4.5245,7.1481,1.7905,4.5245,7.1068,1.7905,4.5245,7.1563,1.7905,4.5245,6.9609,1.7923,4.5245,7.0979,1.7878,4.5245,6.8731,1.7923,4.5245,6.8452,1.7923,4.5245,6.8435,1.7923,4.5245,7.0964,1.7905,4.5245,7.1042,1.7905,4.5245,7.1429,1.7905,4.5245,6.9023,1.7923,4.5245,6.9218,1.7923,4.5245,7.2289,1.7923,4.5245
100608,7.2288,1.7905,4.5245,7.1360,1.7905,4.5245,7.1961,1.7905,4.5245,7.1548,1.7905,4.5245,7.2043,1.7905,4.5245,6.9098,1.7923,4.5245,7.0498,1.7878,4.5245,6.8220,1.7923,4.5245,6.7940,1.7923,4.5245,6.7923,1.7923,4.5245,7.1444,1.7905,4.5245,7.1522,1.7905,4.5245,7.1909,1.7905,4.5245,6.8511,1.7923,4.5245,6.8706,1.7923,4.5245,7.1777,1.7923,4.5245
100609,7.0228,1.7905,4.5245,6.9301,1.7905,4.5245,6.9902,1.7905,4.5245,6.9489,1.7905,4.5245,6.9984,1.7905,4.5245,6.5965,1.7923,4.5245,6.7368,1.7878,4.5245,6.5087,1.7923,4.5245,6.4807,1.7923,4.5245,6.4790,1.7923,4.5245,6.9385,1.7905,4.5245,6.9462,1.7905,4.5245,6.9850,1.7905,4.5245,6.5378,1.7923,4.5245,6.5573,1.7923,4.5245,6.8644,1.7923,4.5245
100610,6.7699,1.7905,4.5245,6.6771,1.7905,4.5245,6.7372,1.7905,4.5245,6.6960,1.7905,4.5245,6.7454,1.7905,4.5245,6.4930,1.7923,4.5245,6.6334,1.7878,4.5245,6.4052,1.7923,4.5245,6.3772,1.7923,4.5245,6.3755,1.7923,4.5245,6.6855,1.7905,4.5245,6.6933,1.7905,4.5245,6.7320,1.7905,4.5245,6.4344,1.7923,4.5245,6.4538,1.7923,4.5245,6.7610,1.7923,4.5245
100611,6.8435,1.7905,4.5245,6.7508,1.7905,4.5245,6.8109,1.7905,4.5245,6.7696,1.7905,4.5245,6.8191,1.7905,4.5245,6.6047,1.7923,4.5245,6.7450,1.7878,4.5245,6.5168,1.7923,4.5245,6.4889,1.7923,4.5245,6.4872,1.7923,4.5245,6.7592,1.7905,4.5245,6.7669,1.7905,4.5245,6.8057,1.7905,4.5245,6.5460,1.7923,4.5245,6.5655,1.7923,4.5245,6.8726,1.7923,4.5245
100612,6.9127,1.7905,4.5245,6.8199,1.7905,4.5245,6.8800,1.7905,4.5245,6.8388,1.7905,4.5245,6.8882,1.7905,4.5245,6.6721,1.7923,4.5245,6.8124,1.7878,4.5245,6.5843,1.7923,4.5245,6.5563,1.7923,4.5245,6.5547,1.7923,4.5245,6.8284,1.7905,4.5245,6.8361,1.7905,4.5245,6.8749,1.7905,4.5245,6.6135,1.7923,4.5245,6.6329,1.7923,4.5245,6.9401,1.7923,4.5245
100613,7.0169,1.7905,4.5245,6.9242,1.7905,4.5245,6.9843,1.7905,4.5245,6.9430,1.7905,4.5245,6.9925,1.7905,4.5245,26.6840,1.7923,4.5245,16.9178,1.7878,4.5245,6.6667,1.7923,4.5245,6.6387,1.7923,4.5245,6.6370,1.7923,4.5245,6.9326,1.7905,4.5245,6.9404,1.7905,4.5245,6.9791,1.7905,4.5245,6.6958,1.7923,4.5245,6.7153,1.7923,4.5245,7.0224,1.7923,4.5245
100614,7.1358,1.7905,4.5245,7.0431,1.7905,4.5245,7.1032,1.7905,4.5245,7.0619,1.7905,4.5245,7.1114,1.7905,4.5245,77.6189,1.7923,4.5245,52.3852,1.7878,4.5245,90.8384,1.7923,4.5245,6.7493,1.7923,4.5245,6.7476,1.7923,4.5245,7.0515,1.7905,4.5245,7.0593,1.7905,4.5245,7.0980,1.7905,4.5245,6.8064,1.7923,4.5245,6.8259,1.7923,4.5245,7.1330,1.7923,4.5245
100615,7.2190,1.7905,4.5245,7.1263,1.7905,4.5245,7.1864,1.7905,4.5245,7.1451,1.7905,4.5245,7.1945,1.7905,4.5245,89.1490,1.7923,4.5245,68.8475,1.7878,4.5245,102.4221,1.7923,4.5245,6.8219,1.7923,4.5245,6.8203,1.7923,4.5245,7.1347,1.7905,4.5245,7.1424,1.7905,4.5245,7.1812,1.7905,4.5245,6.8791,1.7923,4.5245,6.8985,1.7923,4.5245,7.2057,1.7923,4.5245
100616,7.2297,1.7905,4.5245,7.1370,1.7905,4.5245,7.1971,1.7905,4.5245,7.1558,1.7905,4.5245,7.2053,1.7905,4.5245,104.7853,1.7923,4.5245,77.4938,1.7878,4.5245,207.4859,1.7923,4.5245,6.8383,1.7923,4.5245,6.8366,1.7923,4.5245,7.1454,1.7905,4.5245,7.1531,1.7905,4.5245,7.1919,1.7905,4.5245,6.8954,1.7923,4.5245,6.9149,1.7923,4.5245,7.2220,1.7923,4.5245
100617,7.2524,1.7905,4.5245,7.1596,1.7905,4.5245,7.2197,1.7905,4.5245,7.1785,1.7905,4.5245,56.7914,1.7905,4.5245,98.8960,1.7923,4.5245,73.7804,1.7878,4.5245,73.2340,1.7923,4.5245,6.9432,1.7923,4.5245,6.9415,1.7923,4.5245,7.1681,1.7905,4.5245,7.1758,1.7905,4.5245,7.2146,1.7905,4.5245,7.0003,1.7923,4.5245,7.0198,1.7923,4.5245,7.3269,1.7923,4.5245
100618,7.3518,1.7905,4.5245,7.2590,1.7905,4.5245,7.3191,1.7905,4.5245,7.2779,1.7905,4.5245,62.5799,1.7905,4.5245,84.3331,1.7923,4.5245,60.5713,1.7878,4.5245,7.3474,1.7923,4.5245,7.3194,1.7923,4.5245,7.3177,1.7923,4.5245,7.2674,1.7905,4.5245,7.2752,1.7905,4.5245,7.3139,1.7905,4.5245,7.3765,1.7923,4.5245,7.3960,1.7923,4.5245,7.7031,1.7923,4.5245
100619,7.3519,1.7905,4.5245,7.2591,1.7905,4.5245,7.3192,1.7905,4.5245,7.2780,1.7905,4.5245,35.7571,1.7905,4.5245,51.8641,1.7923,4.5245,53.7896,1.7878,4.5245,8.0664,1.7923,4.5245,8.0384,1.7923,4.5245,8.0367,1.7923,4.5245,7.2675,1.7905,4.5245,7.2753,1.7905,4.5245,7.3140,1.7905,4.5245,8.0955,1.7923,4.5245,8.1150,1.7923,4.5245,8.4221,1.7923,4.5245
100620,7.3642,1.7905,4.5245,7.2715,1.7905,4.5245,7.3316,1.7905,4.5245,7.2903,1.7905,4.5245,28.2123,1.7905,4.5245,48.0583,1.7923,4.5245,52.8920,1.7878,4.5245,7.7768,1.7923,4.5245,7.7489,1.7923,4.5245,7.7472,1.7923,4.5245,7.2799,1.7905,4.5245,7.2876,1.7905,4.5245,7.3264,1.7905,4.5245,7.8060,1.7923,4.5245,7.8255,1.7923,4.5245,8.1326,1.7923,4.5245
100621,7.3613,1.7905,4.5245,7.2686,1.7905,4.5245,7.3287,1.7905,4.5245,7.2874,1.7905,4.5245,20.3685,1.7905,4.5245,42.3363,1.7923,4.5245,45.6382,1.7878,4.5245,7.4908,1.7923,4.5245,7.4629,1.7923,4.5245,7.4612,1.7923,4.5245,7.2770,1.7905,4.5245,7.2848,1.7905,4.5245,7.3235,1.7905,4.5245,7.5200,1.7923,4.5245,7.5395,1.7923,4.5245,7.8466,1.7923,4.5245
100622,7.2907,1.7905,4.5245,7.1980,1.7905,4.5245,7.2581,1.7905,4.5245,7.2168,1.7905,4.5245,7.2663,1.7905,4.5245,7.1609,1.7923,4.5245,14.0491,1.7878,4.5245,7.0731,1.7923,4.5245,7.0451,1.7923,4.5245,7.0434,1.7923,4.5245,7.2064,1.7905,4.5245,7.2141,1.7905,4.5245,7.2529,1.7905,4.5245,7.1022,1.7923,4.5245,7.1217,1.7923,4.5245,7.4288,1.7923,4.5245
100623,7.1919,1.7905,4.5245,7.0991,1.7905,4.5245,7.1592,1.7905,4.5245,7.1180,1.7905,4.5245,7.1674,1.7905,4.5245,6.9763,1.7923,4.5245,7.1133,1.7878,4.5245,6.8885,1.7923,4.5245,6.8606,1.7923,4.5245,6.8589,1.7923,4.5245,7.1076,1.7905,4.5245,7.1153,1.7905,4.5245,7.1541,1.7905,4.5245,6.9177,1.7923,4.5245,6.9372,1.7923,4.5245,7.2443,1.7923,4.5245
100624,7.1818,1.7905,4.5245,7.0891,1.7905,4.5245,7.1492,1.7905,4.5245,7.1079,1.7905,4.5245,7.1574,1.7905,4.5245,6.9630,1.7923,4.5245,7.0999,1.7878,4.5245,6.8752,1.7923,4.5245,6.8472,1.7923,4.5245,6.8455,1.7923,4.5245,7.0975,1.7905,4.5245,7.1052,1.7905,4.5245,7.1440,1.7905,4.5245,6.9043,1.7923,4.5245,6.9238,1.7923,4.5245,7.2309,1.7923,4.5245
100701,7.1738,1.7905,4.5245,7.0810,1.7905,4.5245,7.1411,1.7905,4.5245,7.0999,1.7905,4.5245,7.1493,1.7905,4.5245,6.9283,1.7923,4.5245,7.0653,1.7878,4.5245,6.8404,1.7923,4.5245,6.8125,1.7923,4.5245,6.8108,1.7923,4.5245,7.0894,1.7905,4.5245,7.0972,1.7905,4.5245,7.1359,1.7905,4.5245,6.8696,1.7923,4.5245,6.8891,1.7923,4.5245,7.1962,1.7923,4.5245
100702,7.1696,1.7905,4.5245,7.0768,1.7905,4.5245,7.1369,1.7905,4.5245,7.0957,1.7905,4.5245,7.1451,1.7905,4.5245,6.8722,1.7923,4.5245,7.0094,1.7878,4.5245,6.7844,1.7923,4.5245,6.7564,1.7923,4.5245,6.7548,1.7923,4.5245,7.0853,1.7905,4.5245,7.0930,1.7905,4.5245,7.1318,1.7905,4.5245,6.8136,1.7923,4.5245,6.8330,1.7923,4.5245,7.1402,1.7923,4.5245
100703,7.1612,1.7905,4.5245,7.0685,1.7905,4.5245,7.1286,1.7905,4.5245,7.0873,1.7905,4.5245,7.1368,1.7905,4.5245,6.8606,1.7923,4.5245,6.9978,1.7878,4.5245,6.7728,1.7923,4.5245,6.7449,1.7923,4.5245,6.7432,1.7923,4.5245,7.0769,1.7905,4.5245,7.0846,1.7905,4.5245,7.1234,1.7905,4.5245,6.8020,1.7923,4.5245,6.8215,1.7923,4.5245,7.1286,1.7923,4.5245
100704,7.1594,1.7905,4.5245,7.0666,1.7905,4.5245,7.1267,1.7905,4.5245,7.0855,1.7905,4.5245,7.1349,1.7905,4.5245,6.8514,1.7923,4.5245,6.9886,1.7878,4.5245,6.7636,1.7923,4.5245,6.7357,1.7923,4.5245,6.7340,1.7923,4.5245,7.0750,1.7905,4.5245,7.0828,1.7905,4.5245,7.1215,1.7905,4.5245,6.7928,1.7923,4.5245,6.8123,1.7923,4.5245,7.1194,1.7923,4.5245
100705,7.1670,1.7905,4.5245,7.0742,1.7905,4.5245,7.1343,1.7905,4.5245,7.0931,1.7905,4.5245,7.1425,1.7905,4.5245,6.8544,1.7923,4.5245,6.9916,1.7878,4.5245,6.7666,1.7923,4.5245,6.7386,1.7923,4.5245,6.7370,1.7923,4.5245,7.0826,1.7905,4.5245,7.0904,1.7905,4.5245,7.1291,1.7905,4.5245,6.7958,1.7923,4.5245,6.8152,1.7923,4.5245,7.1224,1.7923,4.5245
100706,7.1734,1.7905,4.5245,7.0806,1.7905,4.5245,7.1407,1.7905,4.5245,7.0995,1.7905,4.5245,7.1489,1.7905,4.5245,6.9176,1.7923,4.5245,7.0547,1.7878,4.5245,6.8298,1.7923,4.5245,6.8019,1.7923,4.5245,6.8002,1.7923,4.5245,7.0891,1.7905,4.5245,7.0968,1.7905,4.5245,7.1356,1.7905,4.5245,6.8590,1.7923,4.5245,6.8784,1.7923,4.5245,7.1856,1.7923,4.5245
100707,7.1737,1.7905,4.5245,7.0810,1.7905,4.5245,7.1411,1.7905,4.5245,7.0998,1.7905,4.5245,7.1492,1.7905,4.5245,6.9525,1.7923,4.5245,7.0894,1.7878,4.5245,6.8646,1.7923,4.5245,6.8367,1.7923,4.5245,6.8350,1.7923,4.5245,7.0894,1.7905,4.5245,7.0971,1.7905,4.5245,7.1359,1.7905,4.5245,6.8938,1.7923,4.5245,6.9133,1.7923,4.5245,7.2204,1.7923,4.5245
100708,7.2217,1.7905,4.5245,7.1289,1.7905,4.5245,7.1890,1.7905,4.5245,7.1477,1.7905,4.5245,7.1972,1.7905,4.5245,6.8975,1.7923,4.5245,7.0376,1.7878,4.5245,6.8097,1.7923,4.5245,6.7818,1.7923,4.5245,6.7801,1.7923,4.5245,7.1373,1.7905,4.5245,7.1451,1.7905,4.5245,7.1838,1.7905,4.5245,6.8389,1.7923,4.5245,6.8584,1.7923,4.5245,7.1655,1.7923,4.5245
100709,7.0386,1.7905,4.5245,6.9458,1.7905,4.5245,7.0059,1.7905,4.5245,6.9647,1.7905,4.5245,7.0141,1.7905,4.5245,6.5587,1.7923,4.5245,6.6991,1.7878,4.5245,6.4709,1.7923,4.5245,6.4430,1.7923,4.5245,6.4413,1.7923,4.5245,6.9543,1.7905,4.5245,6.9620,1.7905,4.5245,7.0007,1.7905,4.5245,6.5001,1.7923,4.5245,6.5196,1.7923,4.5245,6.8267,1.7923,4.5245
100710,7.0056,1.7905,4.5245,6.9129,1.7905,4.5245,6.9730,1.7905,4.5245,6.9317,1.7905,4.5245,6.9811,1.7905,4.5245,6.2862,1.7923,4.5245,6.4268,1.7878,4.5245,6.1983,1.7923,4.5245,6.1704,1.7923,4.5245,6.1687,1.7923,4.5245,6.9213,1.7905,4.5245,6.9290,1.7905,4.5245,6.9678,1.7905,4.5245,6.2275,1.7923,4.5245,6.2470,1.7923,4.5245,6.5541,1.7923,4.5245
100711,6.8257,1.7905,4.5245,6.7330,1.7905,4.5245,6.7931,1.7905,4.5245,6.7518,1.7905,4.5245,6.8013,1.7905,4.5245,6.4903,1.7923,4.5245,6.6307,1.7878,4.5245,6.4025,1.7923,4.5245,6.3745,1.7923,4.5245,6.3728,1.7923,4.5245,6.7414,1.7905,4.5245,6.7492,1.7905,4.5245,6.7879,1.7905,4.5245,6.4316,1.7923,4.5245,6.4511,1.7923,4.5245,6.7582,1.7923,4.5245
100712,6.8338,1.7905,4.5245,6.7411,1.7905,4.5245,6.8012,1.7905,4.5245,6.7599,1.7905,4.5245,6.8094,1.7905,4.5245,6.5934,1.7923,4.5245,6.7337,1.7878,4.5245,6.5056,1.7923,4.5245,6.4776,1.7923,4.5245,6.4759,1.7923,4.5245,6.7495,1.7905,4.5245,6.7572,1.7905,4.5245,6.7960,1.7905,4.5245,6.5347,1.7923,4.5245,6.5542,1.7923,4.5245,6.8613,1.7923,4.5245
100713,7.0216,1.7905,4.5245,6.9288,1.7905,4.5245,6.9889,1.7905,4.5245,6.9477,1.7905,4.5245,6.9971,1.7905,4.5245,6.7677,1.7923,4.5245,6.9079,1.7878,4.5245,6.6799,1.7923,4.5245,6.6520,1.7923,4.5245,6.6503,1.7923,4.5245,6.9373,1.7905,4.5245,6.9450,1.7905,4.5245,6.9837,1.7905,4.5245,6.7091,1.7923,4.5245,6.7286,1.7923,4.5245,7.0357,1.7923,4.5245
100714,7.1415,1.7905,4.5245,7.0487,1.7905,4.5245,7.1088,1.7905,4.5245,7.0675,1.7905,4.5245,7.1170,1.7905,4.5245,17.3819,1.7923,4.5245,26.2426,1.7878,4.5245,6.7699,1.7923,4.5245,6.7420,1.7923,4.5245,6.7403,1.7923,4.5245,7.0571,1.7905,4.5245,7.0649,1.7905,4.5245,7.1036,1.7905,4.5245,6.7991,1.7923,4.5245,6.8186,1.7923,4.5245,7.1257,1.7923,4.5245
100715,7.2125,1.7905,4.5245,7.1197,1.7905,4.5245,7.1798,1.7905,4.5245,7.1386,1.7905,4.5245,7.1880,1.7905,4.5245,26.2909,1.7923,4.5245,40.6718,1.7878,4.5245,6.8276,1.7923,4.5245,6.7997,1.7923,4.5245,6.7980,1.7923,4.5245,7.1281,1.7905,4.5245,7.1359,1.7905,4.5245,7.1746,1.7905,4.5245,6.8568,1.7923,4.5245,6.8763,1.7923,4.5245,7.1834,1.7923,4.5245
100716,7.2139,1.7905,4.5245,7.1212,1.7905,4.5245,7.1813,1.7905,4.5245,7.1400,1.7905,4.5245,7.1895,1.7905,4.5245,37.3239,1.7923,4.5245,53.9967,1.7878,4.5245,6.8556,1.7923,4.5245,6.8276,1.7923,4.5245,6.8259,1.7923,4.5245,7.1296,1.7905,4.5245,7.1373,1.7905,4.5245,7.1761,1.7905,4.5245,6.8847,1.7923,4.5245,6.9042,1.7923,4.5245,7.2113,1.7923,4.5245
100717,7.2241,1.7905,4.5245,7.1314,1.7905,4.5245,7.1915,1.7905,4.5245,7.1502,1.7905,4.5245,7.1997,1.7905,4.5245,27.2308,1.7923,4.5245,50.8475,1.7878,4.5245,6.9620,1.7923,4.5245,6.9341,1.7923,4.5245,6.9324,1.7923,4.5245,7.1398,1.7905,4.5245,7.1475,1.7905,4.5245,7.1863,1.7905,4.5245,6.9912,1.7923,4.5245,7.0107,1.7923,4.5245,7.3178,1.7923,4.5245
100718,7.3637,1.7905,4.5245,7.2710,1.7905,4.5245,7.3311,1.7905,4.5245,7.2898,1.7905,4.5245,7.3393,1.7905,4.5245,8.5837,1.7923,4.5245,36.1474,1.7878,4.5245,7.3519,1.7923,4.5245,7.3239,1.7923,4.5245,7.3222,1.7923,4.5245,7.2794,1.7905,4.5245,7.2871,1.7905,4.5245,7.3259,1.7905,4.5245,7.3810,1.7923,4.5245,7.4005,1.7923,4.5245,7.7076,1.7923,4.5245
100719,7.3640,1.7905,4.5245,7.2713,1.7905,4.5245,7.3314,1.7905,4.5245,7.2901,1.7905,4.5245,7.3396,1.7905,4.5245,7.7018,1.7923,4.5245,19.2800,1.7878,4.5245,7.6140,1.7923,4.5245,7.5860,1.7923,4.5245,7.5844,1.7923,4.5245,7.2797,1.7905,4.5245,7.2875,1.7905,4.5245,7.3262,1.7905,4.5245,7.6432,1.7923,4.5245,7.6626,1.7923,4.5245,7.9698,1.7923,4.5245
