;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
;,CZ:,1,,CZ:,2,,CZ:,3,,CZ:,4,,CZ:,5,,CZ:,6,,CZ:,7,,CZ:,8,,CZ:,9,,CZ:,10,,CZ:,11,,CZ:,12,,CZ:,13,,CZ:,14,,CZ:,15,,CZ:,16,
;,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane
; MoDaHr,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu
10223,7.4653,2.2317,4.9261,7.3725,2.2317,4.9261,7.4326,2.2317,4.9261,7.3914,2.2317,4.9261,7.4408,2.2317,4.9261,7.2405,2.2532,4.9261,7.3767,2.1896,4.9261,7.1527,2.2532,4.9261,7.1247,2.2532,4.9261,7.1230,2.2532,4.9261,7.3809,2.2317,4.9261,7.3887,2.2317,4.9261,7.4274,2.2317,4.9261,7.1818,2.2532,4.9261,7.2013,2.2532,4.9261,7.5084,2.2532,4.9261
10224,7.4520,2.2317,4.9261,7.3593,2.2317,4.9261,7.4194,2.2317,4.9261,7.3781,2.2317,4.9261,7.4276,2.2317,4.9261,7.1475,2.2532,4.9261,7.2839,2.1896,4.9261,7.0597,2.2532,4.9261,7.0318,2.2532,4.9261,7.0301,2.2532,4.9261,7.3677,2.2317,4.9261,7.3755,2.2317,4.9261,7.4142,2.2317,4.9261,7.0889,2.2532,4.9261,7.1083,2.2532,4.9261,7.4155,2.2532,4.9261
10301,7.4716,2.2317,4.9261,7.3789,2.2317,4.9261,7.4390,2.2317,4.9261,7.3977,2.2317,4.9261,7.4472,2.2317,4.9261,7.1557,2.2532,4.9261,7.2921,2.1896,4.9261,7.0678,2.2532,4.9261,7.0399,2.2532,4.9261,7.0382,2.2532,4.9261,7.3873,2.2317,4.9261,7.3950,2.2317,4.9261,7.4338,2.2317,4.9261,7.0970,2.2532,4.9261,7.1165,2.2532,4.9261,7.4236,2.2532,4.9261
10302,7.3794,2.2317,4.9261,7.2867,2.2317,4.9261,7.3468,2.2317,4.9261,7.3055,2.2317,4.9261,7.3549,2.2317,4.9261,7.0556,2.2532,4.9261,7.1922,2.1896,4.9261,6.9678,2.2532,4.9261,6.9398,2.2532,4.9261,6.9382,2.2532,4.9261,7.2951,2.2317,4.9261,7.3028,2.2317,4.9261,7.3416,2.2317,4.9261,6.9970,2.2532,4.9261,7.0164,2.2532,4.9261,7.3236,2.2532,4.9261
10303,7.3084,2.2317,4.9261,7.2157,2.2317,4.9261,7.2758,2.2317,4.9261,7.2345,2.2317,4.9261,7.2840,2.2317,4.9261,6.9914,2.2532,4.9261,7.1281,2.1896,4.9261,6.9035,2.2532,4.9261,6.8756,2.2532,4.9261,6.8739,2.2532,4.9261,7.2241,2.2317,4.9261,7.2318,2.2317,4.9261,7.2706,2.2317,4.9261,6.9327,2.2532,4.9261,6.9522,2.2532,4.9261,7.2593,2.2532,4.9261
10304,7.2699,2.2317,4.9261,7.1771,2.2317,4.9261,7.2372,2.2317,4.9261,7.1960,2.2317,4.9261,7.2454,2.2317,4.9261,6.9245,2.2532,4.9261,7.0614,2.1896,4.9261,6.8367,2.2532,4.9261,6.8087,2.2532,4.9261,6.8070,2.2532,4.9261,7.1856,2.2317,4.9261,7.1933,2.2317,4.9261,7.2321,2.2317,4.9261,6.8658,2.2532,4.9261,6.8853,2.2532,4.9261,7.1924,2.2532,4.9261
10305,7.2923,2.2317,4.9261,7.1996,2.2317,4.9261,7.2597,2.2317,4.9261,7.2184,2.2317,4.9261,7.2678,2.2317,4.9261,6.9259,2.2532,4.9261,7.0628,2.1896,4.9261,6.8381,2.2532,4.9261,6.8101,2.2532,4.9261,6.8084,2.2532,4.9261,7.2080,2.2317,4.9261,7.2157,2.2317,4.9261,7.2545,2.2317,4.9261,6.8673,2.2532,4.9261,6.8867,2.2532,4.9261,7.1939,2.2532,4.9261
10306,7.4245,2.2317,4.9261,7.3318,2.2317,4.9261,7.3919,2.2317,4.9261,7.3506,2.2317,4.9261,7.4001,2.2317,4.9261,7.1022,2.2532,4.9261,7.2387,2.1896,4.9261,7.0144,2.2532,4.9261,6.9865,2.2532,4.9261,6.9848,2.2532,4.9261,7.3402,2.2317,4.9261,7.3479,2.2317,4.9261,7.3867,2.2317,4.9261,7.0436,2.2532,4.9261,7.0630,2.2532,4.9261,7.3702,2.2532,4.9261
10307,7.5861,2.2317,4.9261,7.4934,2.2317,4.9261,7.5535,2.2317,4.9261,7.5122,2.2317,4.9261,7.5617,2.2317,4.9261,7.2929,2.2532,4.9261,7.4290,2.1896,4.9261,7.2051,2.2532,4.9261,7.1771,2.2532,4.9261,7.1754,2.2532,4.9261,7.5018,2.2317,4.9261,7.5095,2.2317,4.9261,7.5483,2.2317,4.9261,7.2343,2.2532,4.9261,7.2537,2.2532,4.9261,7.5609,2.2532,4.9261
10308,7.6890,2.2317,4.9261,7.5963,2.2317,4.9261,7.6564,2.2317,4.9261,7.6151,2.2317,4.9261,7.6646,2.2317,4.9261,7.4024,2.2532,4.9261,7.5383,2.1896,4.9261,7.3146,2.2532,4.9261,7.2866,2.2532,4.9261,7.2849,2.2532,4.9261,7.6047,2.2317,4.9261,7.6124,2.2317,4.9261,7.6512,2.2317,4.9261,7.3437,2.2532,4.9261,7.3632,2.2532,4.9261,7.6703,2.2532,4.9261
10309,7.5216,2.2317,4.9261,7.4288,2.2317,4.9261,7.4889,2.2317,4.9261,7.4477,2.2317,4.9261,7.4971,2.2317,4.9261,7.1277,2.2532,4.9261,7.2642,2.1896,4.9261,7.0399,2.2532,4.9261,7.0120,2.2532,4.9261,7.0103,2.2532,4.9261,7.4373,2.2317,4.9261,7.4450,2.2317,4.9261,7.4838,2.2317,4.9261,7.0691,2.2532,4.9261,7.0886,2.2532,4.9261,7.3957,2.2532,4.9261
10310,7.2727,2.2317,4.9261,7.1799,2.2317,4.9261,7.2400,2.2317,4.9261,7.1988,2.2317,4.9261,7.2482,2.2317,4.9261,6.6981,2.2532,4.9261,6.8357,2.1896,4.9261,6.6103,2.2532,4.9261,6.5823,2.2532,4.9261,6.5807,2.2532,4.9261,7.1883,2.2317,4.9261,7.1961,2.2317,4.9261,7.2348,2.2317,4.9261,6.6395,2.2532,4.9261,6.6589,2.2532,4.9261,6.9661,2.2532,4.9261
10311,7.2636,2.2317,4.9261,7.1709,2.2317,4.9261,7.2310,2.2317,4.9261,7.1897,2.2317,4.9261,7.2392,2.2317,4.9261,6.6199,2.2532,4.9261,6.7577,2.1896,4.9261,6.5321,2.2532,4.9261,6.5042,2.2532,4.9261,6.5025,2.2532,4.9261,7.1793,2.2317,4.9261,7.1870,2.2317,4.9261,7.2258,2.2317,4.9261,6.5613,2.2532,4.9261,6.5807,2.2532,4.9261,6.8879,2.2532,4.9261
10312,7.2210,2.2317,4.9261,7.1283,2.2317,4.9261,7.1884,2.2317,4.9261,7.1471,2.2317,4.9261,7.1966,2.2317,4.9261,6.6153,2.2532,4.9261,6.7530,2.1896,4.9261,6.5275,2.2532,4.9261,6.4995,2.2532,4.9261,6.4978,2.2532,4.9261,7.1367,2.2317,4.9261,7.1444,2.2317,4.9261,7.1832,2.2317,4.9261,6.5566,2.2532,4.9261,6.5761,2.2532,4.9261,6.8832,2.2532,4.9261
10313,7.2244,2.2317,4.9261,7.1316,2.2317,4.9261,7.1917,2.2317,4.9261,7.1505,2.2317,4.9261,7.1999,2.2317,4.9261,6.5315,2.2532,4.9261,6.6695,2.1896,4.9261,6.4437,2.2532,4.9261,6.4157,2.2532,4.9261,6.4141,2.2532,4.9261,7.1400,2.2317,4.9261,7.1478,2.2317,4.9261,7.1865,2.2317,4.9261,6.4729,2.2532,4.9261,6.4923,2.2532,4.9261,6.7995,2.2532,4.9261
10314,7.2598,2.2317,4.9261,7.1671,2.2317,4.9261,7.2272,2.2317,4.9261,7.1859,2.2317,4.9261,7.2354,2.2317,4.9261,6.4257,2.2532,4.9261,6.5640,2.1896,4.9261,6.3379,2.2532,4.9261,6.3099,2.2532,4.9261,6.3082,2.2532,4.9261,7.1755,2.2317,4.9261,7.1832,2.2317,4.9261,7.2220,2.2317,4.9261,6.3670,2.2532,4.9261,6.3865,2.2532,4.9261,6.6936,2.2532,4.9261
10315,7.2628,2.2317,4.9261,7.1701,2.2317,4.9261,7.2302,2.2317,4.9261,7.1889,2.2317,4.9261,7.2384,2.2317,4.9261,6.5141,2.2532,4.9261,6.6522,2.1896,4.9261,6.4263,2.2532,4.9261,6.3984,2.2532,4.9261,6.3967,2.2532,4.9261,7.1785,2.2317,4.9261,7.1862,2.2317,4.9261,7.2250,2.2317,4.9261,6.4555,2.2532,4.9261,6.4750,2.2532,4.9261,6.7821,2.2532,4.9261
10316,7.4351,2.2317,4.9261,7.3423,2.2317,4.9261,7.4024,2.2317,4.9261,7.3612,2.2317,4.9261,7.4106,2.2317,4.9261,7.1172,2.2532,4.9261,7.2537,2.1896,4.9261,7.0294,2.2532,4.9261,7.0014,2.2532,4.9261,6.9997,2.2532,4.9261,7.3508,2.2317,4.9261,7.3585,2.2317,4.9261,7.3972,2.2317,4.9261,7.0586,2.2532,4.9261,7.0780,2.2532,4.9261,7.3852,2.2532,4.9261
10317,7.7346,2.2317,4.9261,7.6418,2.2317,4.9261,7.7019,2.2317,4.9261,7.6607,2.2317,4.9261,7.7101,2.2317,4.9261,7.4888,2.2532,4.9261,7.6245,2.1896,4.9261,7.4009,2.2532,4.9261,7.3730,2.2532,4.9261,7.3713,2.2532,4.9261,7.6503,2.2317,4.9261,7.6580,2.2317,4.9261,7.6968,2.2317,4.9261,7.4301,2.2532,4.9261,7.4496,2.2532,4.9261,7.7567,2.2532,4.9261
10318,7.7347,2.2317,4.9261,7.6420,2.2317,4.9261,7.7021,2.2317,4.9261,7.6608,2.2317,4.9261,7.7103,2.2317,4.9261,7.5407,2.2532,4.9261,7.6763,2.1896,4.9261,7.4528,2.2532,4.9261,7.4249,2.2532,4.9261,7.4232,2.2532,4.9261,7.6504,2.2317,4.9261,7.6582,2.2317,4.9261,7.6969,2.2317,4.9261,7.4820,2.2532,4.9261,7.5015,2.2532,4.9261,7.8086,2.2532,4.9261
10319,7.7350,2.2317,4.9261,7.6423,2.2317,4.9261,7.7024,2.2317,4.9261,7.6611,2.2317,4.9261,7.7106,2.2317,4.9261,7.5565,2.2532,4.9261,7.6920,2.1896,4.9261,7.4686,2.2532,4.9261,7.4407,2.2532,4.9261,7.4390,2.2532,4.9261,7.6507,2.2317,4.9261,7.6585,2.2317,4.9261,7.6972,2.2317,4.9261,7.4978,2.2532,4.9261,7.5173,2.2532,4.9261,7.8244,2.2532,4.9261
10320,7.7351,2.2317,4.9261,7.6423,2.2317,4.9261,7.7024,2.2317,4.9261,7.6612,2.2317,4.9261,7.7106,2.2317,4.9261,7.5575,2.2532,4.9261,7.6931,2.1896,4.9261,7.4697,2.2532,4.9261,7.4417,2.2532,4.9261,7.4400,2.2532,4.9261,7.6508,2.2317,4.9261,7.6585,2.2317,4.9261,7.6972,2.2317,4.9261,7.4988,2.2532,4.9261,7.5183,2.2532,4.9261,7.8254,2.2532,4.9261
10321,7.7354,2.2317,4.9261,7.6427,2.2317,4.9261,7.7028,2.2317,4.9261,7.6615,2.2317,4.9261,7.7109,2.2317,4.9261,7.5561,2.2532,4.9261,7.6917,2.1896,4.9261,7.4683,2.2532,4.9261,7.4403,2.2532,4.9261,7.4386,2.2532,4.9261,7.6511,2.2317,4.9261,7.6588,2.2317,4.9261,7.6976,2.2317,4.9261,7.4974,2.2532,4.9261,7.5169,2.2532,4.9261,7.8240,2.2532,4.9261
10322,7.7357,2.2317,4.9261,7.6429,2.2317,4.9261,7.7030,2.2317,4.9261,7.6618,2.2317,4.9261,7.7112,2.2317,4.9261,7.5384,2.2532,4.9261,7.6740,2.1896,4.9261,7.4506,2.2532,4.9261,7.4226,2.2532,4.9261,7.4210,2.2532,4.9261,7.6514,2.2317,4.9261,7.6591,2.2317,4.9261,7.6978,2.2317,4.9261,7.4798,2.2532,4.9261,7.4992,2.2532,4.9261,7.8064,2.2532,4.9261
10323,7.7344,2.2317,4.9261,7.6416,2.2317,4.9261,7.7017,2.2317,4.9261,7.6605,2.2317,4.9261,7.7099,2.2317,4.9261,7.5160,2.2532,4.9261,7.6517,2.1896,4.9261,7.4282,2.2532,4.9261,7.4003,2.2532,4.9261,7.3986,2.2532,4.9261,7.6500,2.2317,4.9261,7.6578,2.2317,4.9261,7.6965,2.2317,4.9261,7.4574,2.2532,4.9261,7.4769,2.2532,4.9261,7.7840,2.2532,4.9261
10324,7.7233,2.2317,4.9261,7.6306,2.2317,4.9261,7.6907,2.2317,4.9261,7.6494,2.2317,4.9261,7.6989,2.2317,4.9261,7.4551,2.2532,4.9261,7.5909,2.1896,4.9261,7.3673,2.2532,4.9261,7.3394,2.2532,4.9261,7.3377,2.2532,4.9261,7.6390,2.2317,4.9261,7.6467,2.2317,4.9261,7.6855,2.2317,4.9261,7.3965,2.2532,4.9261,7.4159,2.2532,4.9261,7.7231,2.2532,4.9261
10401,7.5248,2.2317,4.9261,7.4320,2.2317,4.9261,7.4921,2.2317,4.9261,7.4508,2.2317,4.9261,7.5003,2.2317,4.9261,7.2309,2.2532,4.9261,7.3672,2.1896,4.9261,7.1431,2.2532,4.9261,7.1152,2.2532,4.9261,7.1135,2.2532,4.9261,7.4404,2.2317,4.9261,7.4482,2.2317,4.9261,7.4869,2.2317,4.9261,7.1723,2.2532,4.9261,7.1918,2.2532,4.9261,7.4989,2.2532,4.9261
10402,7.4540,2.2317,4.9261,7.3613,2.2317,4.9261,7.4214,2.2317,4.9261,7.3801,2.2317,4.9261,7.4296,2.2317,4.9261,7.1398,2.2532,4.9261,7.2762,2.1896,4.9261,7.0520,2.2532,4.9261,7.0240,2.2532,4.9261,7.0223,2.2532,4.9261,7.3697,2.2317,4.9261,7.3774,2.2317,4.9261,7.4162,2.2317,4.9261,7.0811,2.2532,4.9261,7.1006,2.2532,4.9261,7.4077,2.2532,4.9261
10403,7.4176,2.2317,4.9261,7.3249,2.2317,4.9261,7.3850,2.2317,4.9261,7.3437,2.2317,4.9261,7.3931,2.2317,4.9261,7.1008,2.2532,4.9261,7.2374,2.1896,4.9261,7.0130,2.2532,4.9261,6.9851,2.2532,4.9261,6.9834,2.2532,4.9261,7.3333,2.2317,4.9261,7.3410,2.2317,4.9261,7.3798,2.2317,4.9261,7.0422,2.2532,4.9261,7.0617,2.2532,4.9261,7.3688,2.2532,4.9261
10404,7.4137,2.2317,4.9261,7.3210,2.2317,4.9261,7.3811,2.2317,4.9261,7.3398,2.2317,4.9261,7.3893,2.2317,4.9261,7.0987,2.2532,4.9261,7.2352,2.1896,4.9261,7.0109,2.2532,4.9261,6.9829,2.2532,4.9261,6.9812,2.2532,4.9261,7.3294,2.2317,4.9261,7.3372,2.2317,4.9261,7.3759,2.2317,4.9261,7.0400,2.2532,4.9261,7.0595,2.2532,4.9261,7.3666,2.2532,4.9261
10405,7.4987,2.2317,4.9261,7.4059,2.2317,4.9261,7.4660,2.2317,4.9261,7.4247,2.2317,4.9261,7.4742,2.2317,4.9261,7.1880,2.2532,4.9261,7.3243,2.1896,4.9261,7.1001,2.2532,4.9261,7.0722,2.2532,4.9261,7.0705,2.2532,4.9261,7.4143,2.2317,4.9261,7.4221,2.2317,4.9261,7.4608,2.2317,4.9261,7.1293,2.2532,4.9261,7.1488,2.2532,4.9261,7.4559,2.2532,4.9261
10406,7.5931,2.2317,4.9261,7.5003,2.2317,4.9261,7.5604,2.2317,4.9261,7.5192,2.2317,4.9261,7.5686,2.2317,4.9261,7.2916,2.2532,4.9261,7.4277,2.1896,4.9261,7.2037,2.2532,4.9261,7.1758,2.2532,4.9261,7.1741,2.2532,4.9261,7.5087,2.2317,4.9261,7.5165,2.2317,4.9261,7.5552,2.2317,4.9261,7.2329,2.2532,4.9261,7.2524,2.2532,4.9261,7.5595,2.2532,4.9261
10407,7.7338,2.2317,4.9261,7.6410,2.2317,4.9261,7.7011,2.2317,4.9261,7.6599,2.2317,4.9261,7.7093,2.2317,4.9261,7.4730,2.2532,4.9261,7.6087,2.1896,4.9261,7.3851,2.2532,4.9261,7.3572,2.2532,4.9261,7.3555,2.2532,4.9261,7.6494,2.2317,4.9261,7.6572,2.2317,4.9261,7.6959,2.2317,4.9261,7.4143,2.2532,4.9261,7.4338,2.2532,4.9261,7.7409,2.2532,4.9261
10408,7.7425,2.2317,4.9261,7.6497,2.2317,4.9261,7.7098,2.2317,4.9261,7.6686,2.2317,4.9261,7.7180,2.2317,4.9261,7.4806,2.2532,4.9261,7.6163,2.1896,4.9261,7.3928,2.2532,4.9261,7.3648,2.2532,4.9261,7.3631,2.2532,4.9261,7.6581,2.2317,4.9261,7.6659,2.2317,4.9261,7.7046,2.2317,4.9261,7.4220,2.2532,4.9261,7.4414,2.2532,4.9261,7.7486,2.2532,4.9261
10409,7.5885,2.2317,4.9261,7.4958,2.2317,4.9261,7.5559,2.2317,4.9261,7.5146,2.2317,4.9261,7.5641,2.2317,4.9261,7.3055,2.2532,4.9261,7.4416,2.1896,4.9261,7.2177,2.2532,4.9261,7.1898,2.2532,4.9261,7.1881,2.2532,4.9261,7.5042,2.2317,4.9261,7.5119,2.2317,4.9261,7.5507,2.2317,4.9261,7.2469,2.2532,4.9261,7.2663,2.2532,4.9261,7.5735,2.2532,4.9261
10410,7.3980,2.2317,4.9261,7.3053,2.2317,4.9261,7.3654,2.2317,4.9261,7.3241,2.2317,4.9261,7.3736,2.2317,4.9261,7.0962,2.2532,4.9261,7.2327,2.1896,4.9261,7.0083,2.2532,4.9261,6.9804,2.2532,4.9261,6.9787,2.2532,4.9261,7.3137,2.2317,4.9261,7.3215,2.2317,4.9261,7.3602,2.2317,4.9261,7.0375,2.2532,4.9261,7.0570,2.2532,4.9261,7.3641,2.2532,4.9261
10411,7.2892,2.2317,4.9261,7.1964,2.2317,4.9261,7.2565,2.2317,4.9261,7.2153,2.2317,4.9261,7.2647,2.2317,4.9261,6.9022,2.2532,4.9261,7.0392,2.1896,4.9261,6.8144,2.2532,4.9261,6.7864,2.2532,4.9261,6.7847,2.2532,4.9261,7.2048,2.2317,4.9261,7.2126,2.2317,4.9261,7.2513,2.2317,4.9261,6.8436,2.2532,4.9261,6.8630,2.2532,4.9261,7.1702,2.2532,4.9261
10412,7.2990,2.2317,4.9261,7.2062,2.2317,4.9261,7.2663,2.2317,4.9261,7.2251,2.2317,4.9261,7.2745,2.2317,4.9261,6.8515,2.2532,4.9261,6.9886,2.1896,4.9261,6.7637,2.2532,4.9261,6.7357,2.2532,4.9261,6.7340,2.2532,4.9261,7.2147,2.2317,4.9261,7.2224,2.2317,4.9261,7.2611,2.2317,4.9261,6.7929,2.2532,4.9261,6.8123,2.2532,4.9261,7.1195,2.2532,4.9261
10413,7.2983,2.2317,4.9261,7.2055,2.2317,4.9261,7.2656,2.2317,4.9261,7.2244,2.2317,4.9261,7.2738,2.2317,4.9261,6.8434,2.2532,4.9261,6.9805,2.1896,4.9261,6.7556,2.2532,4.9261,6.7276,2.2532,4.9261,6.7259,2.2532,4.9261,7.2139,2.2317,4.9261,7.2217,2.2317,4.9261,7.2604,2.2317,4.9261,6.7847,2.2532,4.9261,6.8042,2.2532,4.9261,7.1113,2.2532,4.9261
10414,7.1990,2.2317,4.9261,7.1062,2.2317,4.9261,7.1663,2.2317,4.9261,7.1251,2.2317,4.9261,7.1745,2.2317,4.9261,6.8905,2.2532,4.9261,7.0275,2.1896,4.9261,6.8027,2.2532,4.9261,6.7748,2.2532,4.9261,6.7731,2.2532,4.9261,7.1147,2.2317,4.9261,7.1224,2.2317,4.9261,7.1611,2.2317,4.9261,6.8319,2.2532,4.9261,6.8514,2.2532,4.9261,7.1585,2.2532,4.9261
10415,7.2632,2.2317,4.9261,7.1704,2.2317,4.9261,7.2305,2.2317,4.9261,7.1893,2.2317,4.9261,7.2387,2.2317,4.9261,6.8792,2.2532,4.9261,7.0162,2.1896,4.9261,6.7914,2.2532,4.9261,6.7634,2.2532,4.9261,6.7617,2.2532,4.9261,7.1788,2.2317,4.9261,7.1866,2.2317,4.9261,7.2253,2.2317,4.9261,6.8205,2.2532,4.9261,6.8400,2.2532,4.9261,7.1471,2.2532,4.9261
10416,7.4792,2.2317,4.9261,7.3865,2.2317,4.9261,7.4466,2.2317,4.9261,7.4053,2.2317,4.9261,7.4548,2.2317,4.9261,7.1806,2.2532,4.9261,7.3169,2.1896,4.9261,7.0927,2.2532,4.9261,7.0648,2.2532,4.9261,7.0631,2.2532,4.9261,7.3949,2.2317,4.9261,7.4026,2.2317,4.9261,7.4414,2.2317,4.9261,7.1219,2.2532,4.9261,7.1414,2.2532,4.9261,7.4485,2.2532,4.9261
10417,7.7523,2.2317,4.9261,7.6596,2.2317,4.9261,7.7197,2.2317,4.9261,7.6784,2.2317,4.9261,7.7279,2.2317,4.9261,7.5263,2.2532,4.9261,7.6619,2.1896,4.9261,7.4385,2.2532,4.9261,7.4105,2.2532,4.9261,7.4088,2.2532,4.9261,7.6680,2.2317,4.9261,7.6757,2.2317,4.9261,7.7145,2.2317,4.9261,7.4676,2.2532,4.9261,7.4871,2.2532,4.9261,7.7942,2.2532,4.9261
10418,7.7569,2.2317,4.9261,7.6642,2.2317,4.9261,7.7243,2.2317,4.9261,7.6830,2.2317,4.9261,7.7325,2.2317,4.9261,7.5558,2.2532,4.9261,7.6914,2.1896,4.9261,7.4680,2.2532,4.9261,7.4401,2.2532,4.9261,7.4384,2.2532,4.9261,7.6726,2.2317,4.9261,7.6803,2.2317,4.9261,7.7191,2.2317,4.9261,7.4972,2.2532,4.9261,7.5167,2.2532,4.9261,7.8238,2.2532,4.9261
10419,21.6905,2.2317,4.9261,7.6645,2.2317,4.9261,19.9415,2.2317,4.9261,7.6833,2.2317,4.9261,7.7328,2.2317,4.9261,7.5639,2.2532,4.9261,7.6995,2.1896,4.9261,7.4761,2.2532,4.9261,7.4482,2.2532,4.9261,7.4465,2.2532,4.9261,7.6729,2.2317,4.9261,7.6806,2.2317,4.9261,7.7194,2.2317,4.9261,7.5053,2.2532,4.9261,7.5248,2.2532,4.9261,257.9412,2.2532,4.9261
10420,30.8745,2.2317,4.9261,7.6644,2.2317,4.9261,23.0208,2.2317,4.9261,7.6833,2.2317,4.9261,7.7327,2.2317,4.9261,7.5653,2.2532,4.9261,7.7009,2.1896,4.9261,7.4775,2.2532,4.9261,7.4496,2.2532,4.9261,7.4479,2.2532,4.9261,7.6729,2.2317,4.9261,7.6806,2.2317,4.9261,7.7194,2.2317,4.9261,7.5067,2.2532,4.9261,7.5261,2.2532,4.9261,295.2079,2.2532,4.9261
10421,23.8126,2.2317,4.9261,7.6648,2.2317,4.9261,21.8163,2.2317,4.9261,7.6836,2.2317,4.9261,7.7331,2.2317,4.9261,7.5645,2.2532,4.9261,7.7000,2.1896,4.9261,7.4766,2.2532,4.9261,7.4487,2.2532,4.9261,7.4470,2.2532,4.9261,7.6732,2.2317,4.9261,7.6809,2.2317,4.9261,7.7197,2.2317,4.9261,7.5058,2.2532,4.9261,7.5253,2.2532,4.9261,255.9347,2.2532,4.9261
10422,7.7579,2.2317,4.9261,7.6651,2.2317,4.9261,7.7252,2.2317,4.9261,7.6840,2.2317,4.9261,7.7334,2.2317,4.9261,7.5525,2.2532,4.9261,7.6881,2.1896,4.9261,7.4647,2.2532,4.9261,7.4367,2.2532,4.9261,7.4351,2.2532,4.9261,7.6736,2.2317,4.9261,7.6813,2.2317,4.9261,7.7200,2.2317,4.9261,7.4939,2.2532,4.9261,7.5133,2.2532,4.9261,7.8205,2.2532,4.9261
10423,7.7512,2.2317,4.9261,7.6584,2.2317,4.9261,7.7185,2.2317,4.9261,7.6772,2.2317,4.9261,7.7267,2.2317,4.9261,7.5308,2.2532,4.9261,7.6665,2.1896,4.9261,7.4430,2.2532,4.9261,7.4151,2.2532,4.9261,7.4134,2.2532,4.9261,7.6668,2.2317,4.9261,7.6746,2.2317,4.9261,7.7133,2.2317,4.9261,7.4722,2.2532,4.9261,7.4917,2.2532,4.9261,7.7988,2.2532,4.9261
10424,7.7028,2.2317,4.9261,7.6100,2.2317,4.9261,7.6701,2.2317,4.9261,7.6289,2.2317,4.9261,7.6783,2.2317,4.9261,7.4696,2.2532,4.9261,7.6053,2.1896,4.9261,7.3817,2.2532,4.9261,7.3538,2.2532,4.9261,7.3521,2.2532,4.9261,7.6185,2.2317,4.9261,7.6262,2.2317,4.9261,7.6650,2.2317,4.9261,7.4109,2.2532,4.9261,7.4304,2.2532,4.9261,7.7375,2.2532,4.9261
10501,7.4832,2.2317,4.9261,7.3905,2.2317,4.9261,7.4506,2.2317,4.9261,7.4093,2.2317,4.9261,7.4588,2.2317,4.9261,7.2413,2.2532,4.9261,7.3775,2.1896,4.9261,7.1535,2.2532,4.9261,7.1255,2.2532,4.9261,7.1238,2.2532,4.9261,7.3989,2.2317,4.9261,7.4066,2.2317,4.9261,7.4454,2.2317,4.9261,7.1826,2.2532,4.9261,7.2021,2.2532,4.9261,7.5092,2.2532,4.9261
10502,7.4811,2.2317,4.9261,7.3883,2.2317,4.9261,7.4484,2.2317,4.9261,7.4072,2.2317,4.9261,7.4566,2.2317,4.9261,7.1976,2.2532,4.9261,7.3339,2.1896,4.9261,7.1097,2.2532,4.9261,7.0818,2.2532,4.9261,7.0801,2.2532,4.9261,7.3967,2.2317,4.9261,7.4045,2.2317,4.9261,7.4432,2.2317,4.9261,7.1389,2.2532,4.9261,7.1584,2.2532,4.9261,7.4655,2.2532,4.9261
10503,7.4796,2.2317,4.9261,7.3868,2.2317,4.9261,7.4469,2.2317,4.9261,7.4057,2.2317,4.9261,7.4551,2.2317,4.9261,7.1848,2.2532,4.9261,7.3211,2.1896,4.9261,7.0970,2.2532,4.9261,7.0690,2.2532,4.9261,7.0673,2.2532,4.9261,7.3953,2.2317,4.9261,7.4030,2.2317,4.9261,7.4417,2.2317,4.9261,7.1261,2.2532,4.9261,7.1456,2.2532,4.9261,7.4527,2.2532,4.9261
10504,7.4799,2.2317,4.9261,7.3872,2.2317,4.9261,7.4473,2.2317,4.9261,7.4060,2.2317,4.9261,7.4554,2.2317,4.9261,7.1924,2.2532,4.9261,7.3287,2.1896,4.9261,7.1046,2.2532,4.9261,7.0766,2.2532,4.9261,7.0749,2.2532,4.9261,7.3956,2.2317,4.9261,7.4033,2.2317,4.9261,7.4421,2.2317,4.9261,7.1337,2.2532,4.9261,7.1532,2.2532,4.9261,7.4603,2.2532,4.9261
